name,email,facultyCode,programmeCode,regNumber,password
Rashidah Auma,rashidah.auma@stud.umu.ac.ug,FHS,BBLT,2022-B304-00078,Umu@2026
Fatima Wafula,fatima.wafula@stud.umu.ac.ug,FHS,BBLT,2025-B304-00079,Umu@2026
Joseph Nakitende,joseph.nakitende@stud.umu.ac.ug,FHS,BBLT,2023-B304-00080,Umu@2026
William Sserunkuma,william.sserunkuma@stud.umu.ac.ug,FHS,BBLT,2022-B304-00081,Umu@2026
Sylvia Muwonge,sylvia.muwonge@stud.umu.ac.ug,FHS,BBLT,2023-B304-00082,Umu@2026
Robinah Wanyonyi,robinah.wanyonyi@stud.umu.ac.ug,FHS,BBLT,2024-B304-00083,Umu@2026
Immaculate David Lwanga,immaculate.david.lwanga@stud.umu.ac.ug,FHS,BBLT,2024-B304-00084,Umu@2026
Gorreti Oloya,gorreti.oloya@stud.umu.ac.ug,FHS,BBLT,2024-B304-00085,Umu@2026
Mirembe Mbabazi,mirembe.mbabazi@stud.umu.ac.ug,FHS,BBLT,2024-B304-00086,Umu@2026
Eric Ronald Mubiru,eric.ronald.mubiru@stud.umu.ac.ug,FHS,BBLT,2023-B304-00087,Umu@2026
Stella Ssekitoleko,stella.ssekitoleko@stud.umu.ac.ug,FHS,BBLT,2024-B304-00088,Umu@2026
Eric Esther Nanyonjo,eric.esther.nanyonjo@stud.umu.ac.ug,FHS,BBLT,2023-B304-00089,Umu@2026
Sharon Juliet Okwir,sharon.juliet.okwir@stud.umu.ac.ug,FHS,BBLT,2025-B304-00090,Umu@2026
Kenneth Ssewanyana,kenneth.ssewanyana@stud.umu.ac.ug,FHS,BBLT,2022-B304-00091,Umu@2026
Phoebe Lwanga,phoebe.lwanga@stud.umu.ac.ug,FHS,BBLT,2022-B304-00092,Umu@2026
Rebecca Kigozi,rebecca.kigozi@stud.umu.ac.ug,FHS,BBLT,2022-B304-00093,Umu@2026
Emmanuel Aguti,emmanuel.aguti@stud.umu.ac.ug,FHS,BBLT,2023-B304-00094,Umu@2026
Teddy Thomas Najjuma,teddy.thomas.najjuma@stud.umu.ac.ug,FHS,BBLT,2024-B304-00095,Umu@2026
James Ssewanyana,james.ssewanyana@stud.umu.ac.ug,FHS,BBLT,2022-B304-00096,Umu@2026
Francis Nabatanzi,francis.nabatanzi@stud.umu.ac.ug,FHS,BBLT,2023-B304-00097,Umu@2026
Halima Nalwoga,halima.nalwoga@stud.umu.ac.ug,FHS,BBLT,2024-B304-00098,Umu@2026
Uwase Namiiro,uwase.namiiro@stud.umu.ac.ug,FHS,BBLT,2023-B304-00099,Umu@2026
Moses Ajok,moses.ajok@stud.umu.ac.ug,FHS,BBLT,2022-B304-00100,Umu@2026
Olivia Nakimuli,olivia.nakimuli@stud.umu.ac.ug,FHS,BBLT,2022-B304-00101,Umu@2026
Jovia Moses Namutebi,jovia.moses.namutebi@stud.umu.ac.ug,FHS,BBLT,2025-B304-00102,Umu@2026
Mackline Brian Laker,mackline.brian.laker@stud.umu.ac.ug,FHS,BBLT,2025-B304-00103,Umu@2026
Shamim Eva Tendo,shamim.eva.tendo@stud.umu.ac.ug,FHS,BBLT,2024-B304-00104,Umu@2026
Matthew Byaruhanga,matthew.byaruhanga@stud.umu.ac.ug,FHS,BBLT,2022-B304-00105,Umu@2026
Mirembe Robert Saleh,mirembe.robert.saleh@stud.umu.ac.ug,FHS,BBLT,2024-B304-00106,Umu@2026
Rebecca Njoroge,rebecca.njoroge@stud.umu.ac.ug,FHS,BBLT,2025-B304-00107,Umu@2026
Timothy Odongo,timothy.odongo@stud.umu.ac.ug,FHS,BBLT,2022-B304-00108,Umu@2026
Brenda Saleh,brenda.saleh@stud.umu.ac.ug,FHS,BBLT,2025-B304-00109,Umu@2026
Josephine Ayebare,josephine.ayebare@stud.umu.ac.ug,FHS,BBLT,2024-B304-00110,Umu@2026
Denis Namirimu,denis.namirimu@stud.umu.ac.ug,FHS,BBLT,2022-B304-00111,Umu@2026
George Wanyonyi,george.wanyonyi@stud.umu.ac.ug,FHS,BBLT,2024-B304-00112,Umu@2026
Thomas Kato,thomas.kato@stud.umu.ac.ug,FHS,BBLT,2025-B304-00113,Umu@2026
Ambrose Asiimwe,ambrose.asiimwe@stud.umu.ac.ug,FHS,BBLT,2024-B304-00114,Umu@2026
Susan Oloya,susan.oloya@stud.umu.ac.ug,FHS,BBLT,2025-B304-00115,Umu@2026
Joy Nakamatte,joy.nakamatte@stud.umu.ac.ug,FHS,BBLT,2023-B304-00116,Umu@2026
Joseph Omoding,joseph.omoding@stud.umu.ac.ug,FHS,BBLT,2023-B304-00117,Umu@2026
Gorreti Brian Kigozi,gorreti.brian.kigozi@stud.umu.ac.ug,FHS,BBLT,2025-B304-00118,Umu@2026
Dorcus Njoroge,dorcus.njoroge@stud.umu.ac.ug,FHS,BBLT,2023-B304-00119,Umu@2026
Elly Nakayima,elly.nakayima@stud.umu.ac.ug,FHS,BBLT,2023-B304-00120,Umu@2026
Annet Kato,annet.kato@stud.umu.ac.ug,FHS,BBLT,2024-B304-00121,Umu@2026
Rebecca Ocen,rebecca.ocen@stud.umu.ac.ug,FHS,BBLT,2023-B304-00122,Umu@2026
Ruth Masinde,ruth.masinde@stud.umu.ac.ug,FHS,BBLT,2023-B304-00123,Umu@2026
Deogratius Kasirye,deogratius.kasirye@stud.umu.ac.ug,FHS,BBLT,2025-B304-00124,Umu@2026
Amos Martha Ssebulime,amos.martha.ssebulime@stud.umu.ac.ug,FHS,BBLT,2025-B304-00125,Umu@2026
Alice Asiimwe,alice.asiimwe@stud.umu.ac.ug,FHS,BBLT,2024-B304-00126,Umu@2026
Jacob Wanyonyi,jacob.wanyonyi@stud.umu.ac.ug,FHS,BBLT,2025-B304-00127,Umu@2026
Doreen Kato,doreen.kato@stud.umu.ac.ug,FHS,BBLT,2024-B304-00128,Umu@2026
Matthew Nyambura,matthew.nyambura@stud.umu.ac.ug,FHS,BBLT,2025-B304-00129,Umu@2026
Sophia Namirimu,sophia.namirimu@stud.umu.ac.ug,FHS,BBLT,2023-B304-00130,Umu@2026
Joash Nankya,joash.nankya@stud.umu.ac.ug,FHS,BBLT,2024-B304-00131,Umu@2026
Samuel Juma,samuel.juma@stud.umu.ac.ug,FHS,BBLT,2024-B304-00132,Umu@2026
Grace Ntale,grace.ntale@stud.umu.ac.ug,FHS,BBLT,2024-B304-00133,Umu@2026
Brenda Bwette,brenda.bwette@stud.umu.ac.ug,FHS,BBLT,2024-B304-00134,Umu@2026
Allen Namutebi,allen.namutebi@stud.umu.ac.ug,FHS,BBLT,2025-B304-00135,Umu@2026
Simon Ssemanda,simon.ssemanda@stud.umu.ac.ug,FHS,BBLT,2023-B304-00136,Umu@2026
Isaac Chebet,isaac.chebet@stud.umu.ac.ug,FHS,BBLT,2022-B304-00137,Umu@2026
Wilberforce Ssemakula,wilberforce.ssemakula@stud.umu.ac.ug,FHS,BBLT,2022-B304-00138,Umu@2026
Saudah David Laker,saudah.david.laker@stud.umu.ac.ug,FHS,BBLT,2023-B304-00139,Umu@2026
Isaac Thomas Otieno,isaac.thomas.otieno@stud.umu.ac.ug,FHS,BBLT,2025-B304-00140,Umu@2026
Joy Nabongo,joy.nabongo@stud.umu.ac.ug,FHS,BBLT,2024-B304-00141,Umu@2026
Nakato Nakayima,nakato.nakayima@stud.umu.ac.ug,FHS,BBLT,2023-B304-00142,Umu@2026
Immaculate Nanyonjo,immaculate.nanyonjo@stud.umu.ac.ug,FHS,BBLT,2024-B304-00143,Umu@2026
Eric Mwesigwa,eric.mwesigwa@stud.umu.ac.ug,FHS,BBLT,2024-B304-00144,Umu@2026
Gerald Odongo,gerald.odongo@stud.umu.ac.ug,FHS,BBLT,2022-B304-00145,Umu@2026
Livingstone Ruth Ssentongo,livingstone.ruth.ssentongo@stud.umu.ac.ug,FHS,BBLT,2022-B304-00146,Umu@2026
Lawrence Nyakato,lawrence.nyakato@stud.umu.ac.ug,FHS,BBLT,2022-B304-00147,Umu@2026
Denis Tumwebaze,denis.tumwebaze@stud.umu.ac.ug,FHS,BBLT,2025-B304-00148,Umu@2026
Priscilla Kagimu,priscilla.kagimu@stud.umu.ac.ug,FHS,BBLT,2022-B304-00149,Umu@2026
Susan Paul Nakitende,susan.paul.nakitende@stud.umu.ac.ug,FHS,BBLT,2025-B304-00150,Umu@2026
Sylvia Kato,sylvia.kato@stud.umu.ac.ug,FHS,BBLT,2022-B304-00151,Umu@2026
Dorcus Sarah Ocen,dorcus.sarah.ocen@stud.umu.ac.ug,FHS,BBLT,2025-B304-00152,Umu@2026
Jackson Sserunkuma,jackson.sserunkuma@stud.umu.ac.ug,FHS,BBLT,2025-B304-00153,Umu@2026
Sophia Sserwadda,sophia.sserwadda@stud.umu.ac.ug,FHS,BBLT,2022-B304-00154,Umu@2026
Rose Nabatanzi,rose.nabatanzi@stud.umu.ac.ug,FHS,BBLT,2024-B304-00155,Umu@2026
Denis Laker,denis.laker@stud.umu.ac.ug,FASS,SWSA,2023-B401-00001,Umu@2026
Ambrose Tendo,ambrose.tendo@stud.umu.ac.ug,FASS,SWSA,2025-B401-00002,Umu@2026
Robert Uwera,robert.uwera@stud.umu.ac.ug,FASS,SWSA,2024-B401-00003,Umu@2026
Patricia Kirabo,patricia.kirabo@stud.umu.ac.ug,FASS,SWSA,2024-B401-00004,Umu@2026
Wilberforce Lamunu,wilberforce.lamunu@stud.umu.ac.ug,FASS,SWSA,2025-B401-00005,Umu@2026
Fatima Namirimu,fatima.namirimu@stud.umu.ac.ug,FASS,SWSA,2024-B401-00006,Umu@2026
Lawrence Kiptoo,lawrence.kiptoo@stud.umu.ac.ug,FASS,SWSA,2023-B401-00007,Umu@2026
Gorreti Okeyo,gorreti.okeyo@stud.umu.ac.ug,FASS,SWSA,2025-B401-00008,Umu@2026
Denis Sebbaale,denis.sebbaale@stud.umu.ac.ug,FASS,SWSA,2025-B401-00009,Umu@2026
Andrew Kigozi,andrew.kigozi@stud.umu.ac.ug,FASS,SWSA,2022-B401-00010,Umu@2026
Shamim Kamau,shamim.kamau@stud.umu.ac.ug,FASS,SWSA,2022-B401-00011,Umu@2026
Benjamin Nabulya,benjamin.nabulya@stud.umu.ac.ug,FASS,SWSA,2024-B401-00012,Umu@2026
Mary James Otieno,mary.james.otieno@stud.umu.ac.ug,FASS,SWSA,2025-B401-00013,Umu@2026
Fatima Muwonge,fatima.muwonge@stud.umu.ac.ug,FASS,SWSA,2024-B401-00014,Umu@2026
Harriet Sserwadda,harriet.sserwadda@stud.umu.ac.ug,FASS,SWSA,2024-B401-00015,Umu@2026
Sophia Kigozi,sophia.kigozi@stud.umu.ac.ug,FASS,SWSA,2025-B401-00016,Umu@2026
Joseph Samuel Katongole,joseph.samuel.katongole@stud.umu.ac.ug,FASS,SWSA,2024-B401-00017,Umu@2026
Michael Nabisubi,michael.nabisubi@stud.umu.ac.ug,FASS,SWSA,2023-B401-00018,Umu@2026
Christine Namiiro,christine.namiiro@stud.umu.ac.ug,FASS,SWSA,2025-B401-00019,Umu@2026
Jovia Wambui,jovia.wambui@stud.umu.ac.ug,FASS,SWSA,2025-B401-00020,Umu@2026
Betty Doreen Tendo,betty.doreen.tendo@stud.umu.ac.ug,FASS,SWSA,2025-B401-00021,Umu@2026
Peninah Alupo,peninah.alupo@stud.umu.ac.ug,FASS,SWSA,2022-B401-00022,Umu@2026
Evarist Nakimuli,evarist.nakimuli@stud.umu.ac.ug,FASS,SWSA,2022-B401-00023,Umu@2026
Matia Asiimwe,matia.asiimwe@stud.umu.ac.ug,FASS,SWSA,2023-B401-00024,Umu@2026
Nicholas Njoroge,nicholas.njoroge@stud.umu.ac.ug,FASS,SWSA,2025-B401-00025,Umu@2026
Lawrence Asiimwe,lawrence.asiimwe@stud.umu.ac.ug,FASS,SWSA,2024-B401-00026,Umu@2026
Hassan Kintu,hassan.kintu@stud.umu.ac.ug,FASS,SWSA,2024-B401-00027,Umu@2026
Jacob Kato,jacob.kato@stud.umu.ac.ug,FASS,SWSA,2022-B401-00028,Umu@2026
Mirembe Tumwebaze,mirembe.tumwebaze@stud.umu.ac.ug,FASS,SWSA,2024-B401-00029,Umu@2026
Harriet Kayiwa,harriet.kayiwa@stud.umu.ac.ug,FASS,SWSA,2024-B401-00030,Umu@2026
Faridah Kasirye,faridah.kasirye@stud.umu.ac.ug,FASS,SWSA,2022-B401-00031,Umu@2026
Judith Muwonge,judith.muwonge@stud.umu.ac.ug,FASS,SWSA,2022-B401-00032,Umu@2026
Gorreti Chebet,gorreti.chebet@stud.umu.ac.ug,FASS,SWSA,2025-B401-00033,Umu@2026
Robinah Ochieng,robinah.ochieng@stud.umu.ac.ug,FASS,SWSA,2024-B401-00034,Umu@2026
Christopher Okeyo,christopher.okeyo@stud.umu.ac.ug,FASS,SWSA,2024-B401-00035,Umu@2026
Rebecca Wanyama,rebecca.wanyama@stud.umu.ac.ug,FASS,SWSA,2022-B401-00036,Umu@2026
Kenneth Lukwiya,kenneth.lukwiya@stud.umu.ac.ug,FASS,SWSA,2022-B401-00037,Umu@2026
Henry Mwangi,henry.mwangi@stud.umu.ac.ug,FASS,SWSA,2023-B401-00038,Umu@2026
Nathan Ssali,nathan.ssali@stud.umu.ac.ug,FASS,SWSA,2022-B401-00039,Umu@2026
Thomas Kasirye,thomas.kasirye@stud.umu.ac.ug,FASS,SWSA,2024-B401-00040,Umu@2026
Joash John Ocen,joash.john.ocen@stud.umu.ac.ug,FASS,SWSA,2024-B401-00041,Umu@2026
Isaac Esther Twinomugisha,isaac.esther.twinomugisha@stud.umu.ac.ug,FASS,SWSA,2025-B401-00042,Umu@2026
Benjamin Natukunda,benjamin.natukunda@stud.umu.ac.ug,FASS,SWSA,2023-B401-00043,Umu@2026
Mariam Bwette,mariam.bwette@stud.umu.ac.ug,FASS,SWSA,2025-B401-00044,Umu@2026
Joseph Mubiru,joseph.mubiru@stud.umu.ac.ug,FASS,SWSA,2023-B401-00045,Umu@2026
Margaret Katongole,margaret.katongole@stud.umu.ac.ug,FASS,SWSA,2024-B401-00046,Umu@2026
Olivia Natukunda,olivia.natukunda@stud.umu.ac.ug,FASS,SWSA,2024-B401-00047,Umu@2026
Abraham Joseph Ssentongo,abraham.joseph.ssentongo@stud.umu.ac.ug,FASS,SWSA,2024-B401-00048,Umu@2026
Ambrose Atuhaire,ambrose.atuhaire@stud.umu.ac.ug,FASS,SWSA,2022-B401-00049,Umu@2026
Joseph Nakamatte,joseph.nakamatte@stud.umu.ac.ug,FASS,SWSA,2023-B401-00050,Umu@2026
Joy Twinomugisha,joy.twinomugisha@stud.umu.ac.ug,FASS,SWSA,2024-B401-00051,Umu@2026
Shamim Ronald Muwonge,shamim.ronald.muwonge@stud.umu.ac.ug,FASS,SWSA,2023-B401-00052,Umu@2026
Nakato Ssemakula,nakato.ssemakula@stud.umu.ac.ug,FASS,SWSA,2022-B401-00053,Umu@2026
Marion Juliet Mugabi,marion.juliet.mugabi@stud.umu.ac.ug,FASS,SWSA,2022-B401-00054,Umu@2026
Phoebe Nakato,phoebe.nakato@stud.umu.ac.ug,FASS,SWSA,2024-B401-00055,Umu@2026
Sandra Nakato,sandra.nakato@stud.umu.ac.ug,FASS,SWSA,2024-B401-00056,Umu@2026
Deogratius Adhiambo,deogratius.adhiambo@stud.umu.ac.ug,FASS,SWSA,2024-B401-00057,Umu@2026
Timothy Lamunu,timothy.lamunu@stud.umu.ac.ug,FASS,SWSA,2023-B401-00058,Umu@2026
Priscilla Ssekitoleko,priscilla.ssekitoleko@stud.umu.ac.ug,FASS,SWSA,2024-B401-00059,Umu@2026
Hadijah Najjuma,hadijah.najjuma@stud.umu.ac.ug,FASS,SWSA,2025-B401-00060,Umu@2026
Moreen Twinomugisha,moreen.twinomugisha@stud.umu.ac.ug,FASS,SWSA,2025-B401-00061,Umu@2026
Shamim Nanyonjo,shamim.nanyonjo@stud.umu.ac.ug,FASS,SWSA,2025-B401-00062,Umu@2026
Abraham Ssewanyana,abraham.ssewanyana@stud.umu.ac.ug,FASS,SWSA,2024-B401-00063,Umu@2026
Sarah Ouma,sarah.ouma@stud.umu.ac.ug,FASS,SWSA,2024-B401-00064,Umu@2026
Joseph Joyce Byaruhanga,joseph.joyce.byaruhanga@stud.umu.ac.ug,FASS,SWSA,2023-B401-00065,Umu@2026
Amos Sserunkuma,amos.sserunkuma@stud.umu.ac.ug,FASS,SWSA,2023-B401-00066,Umu@2026
Peninah Kawuma,peninah.kawuma@stud.umu.ac.ug,FASS,SWSA,2023-B401-00067,Umu@2026
Faridah Owino,faridah.owino@stud.umu.ac.ug,FASS,SWSA,2025-B401-00068,Umu@2026
Victoria Nsubuga,victoria.nsubuga@stud.umu.ac.ug,FASS,SWSA,2022-B401-00069,Umu@2026
Dennis Katongole,dennis.katongole@stud.umu.ac.ug,FASS,SWSA,2024-B401-00070,Umu@2026
Joseph Adhiambo,joseph.adhiambo@stud.umu.ac.ug,FASS,SWSA,2022-B401-00071,Umu@2026
Sarah Nalwoga,sarah.nalwoga@stud.umu.ac.ug,FASS,SWSA,2024-B401-00072,Umu@2026
Julius Nankya,julius.nankya@stud.umu.ac.ug,FASS,SWSA,2023-B401-00073,Umu@2026
Amos Asiimwe,amos.asiimwe@stud.umu.ac.ug,FASS,SWSA,2022-B401-00074,Umu@2026
Ivan Kaggwa,ivan.kaggwa@stud.umu.ac.ug,FASS,SWSA,2022-B401-00075,Umu@2026
Gerald Ssewanyana,gerald.ssewanyana@stud.umu.ac.ug,FASS,SWSA,2022-B401-00076,Umu@2026
Hassan Wandera,hassan.wandera@stud.umu.ac.ug,FASS,SWSA,2025-B401-00077,Umu@2026
Benjamin Nalwoga,benjamin.nalwoga@stud.umu.ac.ug,FASS,SWSA,2025-B401-00078,Umu@2026
Resty Ndyanabo,resty.ndyanabo@stud.umu.ac.ug,FASS,SWSA,2023-B401-00079,Umu@2026
Aisha Ajok,aisha.ajok@stud.umu.ac.ug,FASS,SWSA,2022-B401-00080,Umu@2026
Grace David Katongole,grace.david.katongole@stud.umu.ac.ug,FASS,SWSA,2022-B401-00081,Umu@2026
Mackline Dennis Najjuma,mackline.dennis.najjuma@stud.umu.ac.ug,FASS,SWSA,2024-B401-00082,Umu@2026
Faridah Alupo,faridah.alupo@stud.umu.ac.ug,FASS,SWSA,2023-B401-00083,Umu@2026
Denis Thomas Ssali,denis.thomas.ssali@stud.umu.ac.ug,FASS,SWSA,2025-B401-00084,Umu@2026
Evelyn Obote,evelyn.obote@stud.umu.ac.ug,FASS,SWSA,2025-B401-00085,Umu@2026
Nathan Nabisubi,nathan.nabisubi@stud.umu.ac.ug,FASS,SWSA,2025-B401-00086,Umu@2026
Esther Alupo,esther.alupo@stud.umu.ac.ug,FASS,SWSA,2023-B401-00087,Umu@2026
Uwase Kigozi,uwase.kigozi@stud.umu.ac.ug,FASS,SWSA,2023-B401-00088,Umu@2026
Fatima Nakamatte,fatima.nakamatte@stud.umu.ac.ug,FASS,SWSA,2025-B401-00089,Umu@2026
Francis Namiiro,francis.namiiro@stud.umu.ac.ug,FASS,SWSA,2022-B401-00090,Umu@2026
Mark Nalwoga,mark.nalwoga@stud.umu.ac.ug,FASS,SWSA,2025-B401-00091,Umu@2026
Benjamin Ouma,benjamin.ouma@stud.umu.ac.ug,FASS,SWSA,2025-B401-00092,Umu@2026
Matia Komakech,matia.komakech@stud.umu.ac.ug,FASS,SWSA,2024-B401-00093,Umu@2026
Immaculate Juma,immaculate.juma@stud.umu.ac.ug,FASS,SWSA,2022-B401-00094,Umu@2026
James Kirabo,james.kirabo@stud.umu.ac.ug,FASS,SWSA,2024-B401-00095,Umu@2026
Mary Kawuma,mary.kawuma@stud.umu.ac.ug,FASS,SWSA,2023-B401-00096,Umu@2026
Rachel Mugisha,rachel.mugisha@stud.umu.ac.ug,FASS,SWSA,2022-B401-00097,Umu@2026
Stella Nakamatte,stella.nakamatte@stud.umu.ac.ug,FASS,SWSA,2024-B401-00098,Umu@2026
Loyce Bahati,loyce.bahati@stud.umu.ac.ug,FASS,SWSA,2024-B401-00099,Umu@2026
Clare Mugabi,clare.mugabi@stud.umu.ac.ug,FASS,SWSA,2025-B401-00100,Umu@2026
Tonny Sserunkuma,tonny.sserunkuma@stud.umu.ac.ug,FASS,SWSA,2024-B401-00101,Umu@2026
Resty Mbabazi,resty.mbabazi@stud.umu.ac.ug,FASS,SWSA,2023-B401-00102,Umu@2026
Fatima Christine Akena,fatima.christine.akena@stud.umu.ac.ug,FASS,SWSA,2024-B401-00103,Umu@2026
Nicholas Oloya,nicholas.oloya@stud.umu.ac.ug,FASS,SWSA,2024-B401-00104,Umu@2026
Faridah Nalwoga,faridah.nalwoga@stud.umu.ac.ug,FASS,SWSA,2025-B401-00105,Umu@2026
Paul Kayiwa,paul.kayiwa@stud.umu.ac.ug,FASS,SWSA,2025-B401-00106,Umu@2026
Fatima Alupo,fatima.alupo@stud.umu.ac.ug,FASS,SWSA,2022-B401-00107,Umu@2026
Peter Daniel Komakech,peter.daniel.komakech@stud.umu.ac.ug,FASS,SWSA,2023-B401-00108,Umu@2026
Umutoni Tumwebaze,umutoni.tumwebaze@stud.umu.ac.ug,FASS,SWSA,2024-B401-00109,Umu@2026
Amina Atuhaire,amina.atuhaire@stud.umu.ac.ug,FASS,SWSA,2025-B401-00110,Umu@2026
Lawrence Ssewanyana,lawrence.ssewanyana@stud.umu.ac.ug,FASS,SWSA,2023-B401-00111,Umu@2026
Ruth Nakato,ruth.nakato@stud.umu.ac.ug,FASS,SWSA,2025-B401-00112,Umu@2026
Ambrose Nabirye,ambrose.nabirye@stud.umu.ac.ug,FASS,SWSA,2024-B401-00113,Umu@2026
Moses Alupo,moses.alupo@stud.umu.ac.ug,FASS,SWSA,2025-B401-00114,Umu@2026
Anthony Ssekitoleko,anthony.ssekitoleko@stud.umu.ac.ug,FASS,SWSA,2023-B401-00115,Umu@2026
Immaculate Nabisubi,immaculate.nabisubi@stud.umu.ac.ug,FASS,SWSA,2024-B401-00116,Umu@2026
Hadijah Nakimuli,hadijah.nakimuli@stud.umu.ac.ug,FASS,SWSA,2025-B401-00117,Umu@2026
Thomas Owino,thomas.owino@stud.umu.ac.ug,FASS,SWSA,2023-B401-00118,Umu@2026
Robinah Kawuma,robinah.kawuma@stud.umu.ac.ug,FASS,SWSA,2024-B401-00119,Umu@2026
Cyprian Bahati,cyprian.bahati@stud.umu.ac.ug,FASS,SWSA,2024-B401-00120,Umu@2026
Evelyn Robert Kaggwa,evelyn.robert.kaggwa@stud.umu.ac.ug,FASS,SWSA,2022-B401-00121,Umu@2026
Jacob Nabirye,jacob.nabirye@stud.umu.ac.ug,FASS,SWSA,2023-B401-00122,Umu@2026
Edward Mukasa,edward.mukasa@stud.umu.ac.ug,FASS,SWSA,2022-B401-00123,Umu@2026
Resty Akello,resty.akello@stud.umu.ac.ug,FASS,SWSA,2025-B401-00124,Umu@2026
Timothy Lwanga,timothy.lwanga@stud.umu.ac.ug,FASS,SWSA,2022-B401-00125,Umu@2026
Mirembe Aguti,mirembe.aguti@stud.umu.ac.ug,FASS,SWSA,2023-B401-00126,Umu@2026
Mariam Namukasa,mariam.namukasa@stud.umu.ac.ug,FASS,SWSA,2023-B401-00127,Umu@2026
Dennis Njoroge,dennis.njoroge@stud.umu.ac.ug,FASS,SWSA,2024-B401-00128,Umu@2026
Diana Owino,diana.owino@stud.umu.ac.ug,FASS,SWSA,2022-B401-00129,Umu@2026
Samuel Atuhaire,samuel.atuhaire@stud.umu.ac.ug,FASS,SWSA,2025-B401-00130,Umu@2026
Brian Akello,brian.akello@stud.umu.ac.ug,FASS,SWSA,2024-B401-00131,Umu@2026
Paul Mwesigwa,paul.mwesigwa@stud.umu.ac.ug,FASS,SWSA,2025-B401-00132,Umu@2026
Halima Daniel Bwette,halima.daniel.bwette@stud.umu.ac.ug,FASS,SWSA,2025-B401-00133,Umu@2026
Samuel Ajok,samuel.ajok@stud.umu.ac.ug,FASS,SWSA,2024-B401-00134,Umu@2026
Judith Nabisubi,judith.nabisubi@stud.umu.ac.ug,FASS,SWSA,2023-B401-00135,Umu@2026
Sandra Wasike,sandra.wasike@stud.umu.ac.ug,FASS,SWSA,2022-B401-00136,Umu@2026
Sharon Ndyanabo,sharon.ndyanabo@stud.umu.ac.ug,FASS,SWSA,2024-B401-00137,Umu@2026
Godfrey Paul Namirimu,godfrey.paul.namirimu@stud.umu.ac.ug,FASS,SWSA,2023-B401-00138,Umu@2026
Rose Mutua,rose.mutua@stud.umu.ac.ug,FASS,SWSA,2024-B401-00139,Umu@2026
Jackson Asiimwe,jackson.asiimwe@stud.umu.ac.ug,FASS,SWSA,2024-B401-00140,Umu@2026
Francis Bbosa,francis.bbosa@stud.umu.ac.ug,FASS,SWSA,2022-B401-00141,Umu@2026
Vincent Wambui,vincent.wambui@stud.umu.ac.ug,FASS,SWSA,2022-B401-00142,Umu@2026
Stella Namirimu,stella.namirimu@stud.umu.ac.ug,FASS,SWSA,2023-B401-00143,Umu@2026
Josephine Birungi,josephine.birungi@stud.umu.ac.ug,FASS,SWSA,2023-B401-00144,Umu@2026
Doreen Namukasa,doreen.namukasa@stud.umu.ac.ug,FASS,SWSA,2024-B401-00145,Umu@2026
Doreen Kirabo,doreen.kirabo@stud.umu.ac.ug,FASS,SWSA,2023-B401-00146,Umu@2026
Sharon Omoding,sharon.omoding@stud.umu.ac.ug,FASS,SWSA,2022-B401-00147,Umu@2026
Simon Sebbaale,simon.sebbaale@stud.umu.ac.ug,FASS,SWSA,2023-B401-00148,Umu@2026
Marion Ssebaggala,marion.ssebaggala@stud.umu.ac.ug,FASS,SWSA,2023-B401-00149,Umu@2026
Lawrence Thomas Nabatanzi,lawrence.thomas.nabatanzi@stud.umu.ac.ug,FASS,SWSA,2022-B401-00150,Umu@2026
Livingstone David Komakech,livingstone.david.komakech@stud.umu.ac.ug,FASS,SWSA,2025-B401-00151,Umu@2026
Saudah Nakamatte,saudah.nakamatte@stud.umu.ac.ug,FASS,SWSA,2024-B401-00152,Umu@2026
Jovia Njoroge,jovia.njoroge@stud.umu.ac.ug,FASS,SWSA,2023-B401-00153,Umu@2026
Patricia Okeyo,patricia.okeyo@stud.umu.ac.ug,FASS,SWSA,2022-B401-00154,Umu@2026
Clare Nakamatte,clare.nakamatte@stud.umu.ac.ug,FASS,SWSA,2024-B401-00155,Umu@2026
Anitah Natukunda,anitah.natukunda@stud.umu.ac.ug,FASS,SWSA,2022-B401-00156,Umu@2026
Nakato Mukasa,nakato.mukasa@stud.umu.ac.ug,FASS,SWSA,2023-B401-00157,Umu@2026
Nathan Nanyonjo,nathan.nanyonjo@stud.umu.ac.ug,FASS,SWSA,2025-B401-00158,Umu@2026
Betty Nyakato,betty.nyakato@stud.umu.ac.ug,FASS,SWSA,2023-B401-00159,Umu@2026
Ruth Kagimu,ruth.kagimu@stud.umu.ac.ug,FASS,SWSA,2024-B401-00160,Umu@2026
Umutoni Ajok,umutoni.ajok@stud.umu.ac.ug,FASS,SWSA,2023-B401-00161,Umu@2026
Josephine Namuli,josephine.namuli@stud.umu.ac.ug,FASS,SWSA,2024-B401-00162,Umu@2026
Evarist Mugisha,evarist.mugisha@stud.umu.ac.ug,FASS,SWSA,2023-B401-00163,Umu@2026
George Obote,george.obote@stud.umu.ac.ug,FASS,SWSA,2024-B401-00164,Umu@2026
Medard Kato,medard.kato@stud.umu.ac.ug,FASS,SWSA,2023-B401-00165,Umu@2026
Lawrence Auma,lawrence.auma@stud.umu.ac.ug,FASS,SWSA,2025-B401-00166,Umu@2026
Joash Mbabazi,joash.mbabazi@stud.umu.ac.ug,FASS,SWSA,2023-B401-00167,Umu@2026
